,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,,,
04155100,INSTITUTE OF MEDICAL CAREERS,PA,15235,Proprietary, 14 , 14 ," $26,341.00 ", 14 ," $12,009.00 ", 9 , 9 ," $27,456.00 ", 9 ," $12,108.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,15235
04155200,OLIVER FINLEY ACADEMY OF COSMETOLOGY,ID,83714,Proprietary, 31 , 31 ," $80,167.00 ", 38 ," $47,770.00 ", 35 , 35 ," $119,844.00 ", 42 ," $68,519.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $3,786.00 ", 1 ," $1,893.00 ", -   , -   , $-   , -   , $-   ,,83714
04155300,ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE,NY,13210,Proprietary, 28 , 28 ," $88,869.00 ", 29 ," $45,369.00 ", 29 , 29 ," $122,976.00 ", 30 ," $64,582.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $111,750.00 ", 11 ," $57,784.00 ", -   , -   , $-   , -   , $-   ,,13210
04155500,"ACADEMY FOR JEWISH RELIGION, CALIFORNIA",CA,90010,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 17 , 17 ," $314,304.00 ", 17 ," $158,564.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $16,969.00 ", 1 ," $8,485.00 ",,90010
04155900,AVEDA FREDRIC'S INSTITUTE,IN,46250,Proprietary, 18 , 18 ," $57,342.00 ", 18 ," $29,950.00 ", 23 , 23 ," $98,616.00 ", 24 ," $55,002.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $41,393.00 ", 5 ," $21,149.00 ", -   , -   , $-   , -   , $-   ,,46250
04156000,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (THE),NY,10306,Proprietary, 9 , 9 ," $29,750.00 ", 9 ," $15,750.00 ", 9 , 9 ," $27,945.00 ", 9 ," $14,710.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $52,370.00 ", 7 ," $27,230.00 ", -   , -   , $-   , -   , $-   ,,10306
04156100,TONI & GUY HAIRDRESSING ACADEMY,CA,95356,Proprietary, 23 , 23 ," $69,258.00 ", 24 ," $40,460.00 ", 17 , 17 ," $61,651.00 ", 18 ," $33,657.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $13,249.00 ", 4 ," $6,624.00 ", -   , -   , $-   , -   , $-   ,,95356
04156200,INSTITUTE OF ADVANCED MEDICAL ESTHETICS,VA,23294,Proprietary, 4 , 4 ," $5,834.00 ", 5 ," $3,499.00 ", 6 , 7 ," $19,499.00 ", 9 ," $12,333.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,23294
04156400,AVIATION INSTITUTE OF MAINTENANCE,FL,32707,Proprietary, 38 , 38 ," $139,331.00 ", 38 ," $70,541.00 ", 36 , 36 ," $165,669.00 ", 36 ," $82,585.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $61,533.00 ", 7 ," $30,770.00 ", -   , -   , $-   , -   , $-   ,,32707
04156500,GEORGIA CHRISTIAN UNIVERSITY,GA,30360,Private-Nonprofit, 11 , 11 ," $49,250.00 ", 11 ," $24,625.00 ", 11 , 11 ," $66,000.00 ", 11 ," $33,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,30360
04156700,AMBROSE UNIVERSITY COLLEGE,,,Foreign-Private, 1 , 1 ," $4,270.00 ", 1 ," $2,135.00 ", 1 , 1 ," $2,230.00 ", 1 ," $1,115.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,
04157100,AEROSIM FLIGHT ACADEMY,FL,32773,Proprietary, 5 , 5 ," $11,547.00 ", 5 ," $5,776.00 ", 6 , 6 ," $14,752.00 ", 6 ," $7,378.00 ", -   , -   , $-   , -   , $-   , 8 , 11 ," $643,893.00 ", 11 ," $307,474.00 ", -   , -   , $-   , -   , $-   ,,32773
04157200,LOVE BEAUTY SCHOOL,TN,37355,Proprietary, 1 , 1 , $455.00 , 1 , $455.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,37355
04157400,NATIONAL PARALEGAL COLLEGE,AZ,85014,Proprietary, 94 , 94 ," $315,585.00 ", 220 ," $114,752.00 ", 86 , 86 ," $403,484.00 ", 194 ," $143,307.00 ", 9 , 9 ," $111,013.00 ", 14 ," $37,088.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,85014
04157600,NOVA ACADEMY OF COSMETOLOGY,MN,55901,Proprietary, 20 , 20 ," $55,164.00 ", 24 ," $31,251.00 ", 23 , 23 ," $88,885.00 ", 28 ," $47,922.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,55901
04157700,SALON PROFESSIONAL ACADEMY (THE),WI,54650,Proprietary, 7 , 7 ," $31,500.00 ", 7 ," $15,750.00 ", 7 , 7 ," $34,000.00 ", 7 ," $17,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,54650
04158000,METRO BEAUTY ACADEMY,PA,18106,Proprietary, 22 , 22 ," $51,983.00 ", 30 ," $32,878.00 ", 24 , 24 ," $68,035.00 ", 32 ," $39,415.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $98,227.00 ", 9 ," $49,224.00 ", -   , -   , $-   , -   , $-   ,,18106
04158100,AIKEN SCHOOL OF COSMETOLOGY AND BARBERING,SC,29801,Proprietary, 6 , 6 ," $15,825.00 ", 6 ," $7,913.00 ", 3 , 3 ," $6,150.00 ", 3 ," $3,075.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,29801
04158200,PAUL MITCHELL THE SCHOOL SHERMAN OAKS,CA,91403,Proprietary, 19 , 19 ," $53,900.00 ", 19 ," $30,785.00 ", 15 , 15 ," $52,012.00 ", 15 ," $29,745.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $18,861.00 ", 2 ," $18,861.00 ", -   , -   , $-   , -   , $-   ,,91403
04158400,L'ESPRIT ACADEMY,MI,48150,Proprietary, 4 , 4 ," $12,500.00 ", 5 ," $7,750.00 ", 3 , 3 ," $8,666.00 ", 5 ," $5,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,48150
04158900,FLAIR BEAUTY COLLEGE,CA,91351,Proprietary, 11 , 11 ," $32,400.00 ", 11 ," $17,475.00 ", 12 , 12 ," $39,995.00 ", 12 ," $20,998.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91351
04159300,MARKETTI ACADEMY OF COSMETOLOGY,MI,48329,Proprietary, 6 , 6 ," $15,457.00 ", 6 ," $9,357.00 ", 6 , 6 ," $17,120.00 ", 6 ," $8,787.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,48329
04159400,COLUMBIA COLLEGE OF NURSING,WI,53212,Private-Nonprofit, 97 , 97 ," $450,791.00 ", 97 ," $231,635.00 ", 95 , 96 ," $434,716.00 ", 96 ," $222,984.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $190,916.00 ", 11 ," $96,210.00 ", -   , -   , $-   , -   , $-   ,,53212
04159600,GALAXY MEDICAL COLLEGE,CA,91606,Proprietary, 5 , 5 ," $16,100.00 ", 5 ," $8,050.00 ", 5 , 5 ," $6,335.00 ", 5 ," $3,168.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91606
04159700,AMERICAN MEDICAL SCIENCES CENTER,CA,91204,Proprietary, 6 , 6 ," $19,500.00 ", 6 ," $11,500.00 ", 6 , 6 ," $20,778.00 ", 6 ," $14,890.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91204
04160100,TRINITY SCHOOL OF HEALTH AND ALLIED SCIENCES,CA,90248,Proprietary, 14 , 14 ," $45,750.00 ", 14 ," $22,875.00 ", 14 , 14 ," $58,736.00 ", 14 ," $29,369.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,839.00 ", 1 ," $3,420.00 ", -   , -   , $-   , -   , $-   ,,90248
04160400,ANGELES COLLEGE,CA,90010,Proprietary, 7 , 7 ," $22,750.00 ", 7 ," $11,900.00 ", 7 , 7 ," $32,429.00 ", 8 ," $16,433.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,90010
04160600,PAUL MITCHELL THE SCHOOL NORMAL,IL,61761,Proprietary, 32 , 32 ," $99,614.00 ", 33 ," $55,300.00 ", 33 , 33 ," $117,634.00 ", 34 ," $65,166.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $84,872.00 ", 8 ," $39,637.00 ", -   , -   , $-   , -   , $-   ,,61761
04160700,AVENUE FIVE INSTITUTE,TX,78757,Proprietary, 17 , 17 ," $50,253.00 ", 21 ," $32,708.00 ", 18 , 18 ," $59,954.00 ", 24 ," $45,572.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,78757
04161800,BRANDMAN UNIVERSITY,CA,92618,Private-Nonprofit," 1,366 "," 1,366 "," $6,023,931.00 "," 1,400 "," $3,055,370.00 "," 1,365 "," 1,365 "," $7,958,962.00 "," 1,412 "," $3,941,110.00 "," 1,045 "," 1,045 "," $18,358,023.00 "," 1,063 "," $8,415,134.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,92618
04161900,MANDALYN ACADEMY,UT,84003,Proprietary, 5 , 5 ," $12,404.00 ", 6 ," $8,154.00 ", 4 , 4 ," $16,521.00 ", 5 ," $10,521.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,84003
04162000,JOSE MARIA VARGAS UNIVERSITY,FL,33026,Proprietary, 6 , 6 ," $25,473.00 ", 11 ," $13,000.00 ", 6 , 6 ," $34,500.00 ", 11 ," $19,000.00 ", 1 , 1 ," $3,000.00 ", 1 ," $1,500.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,33026
04162200,LAIRD INSTITUTE OF SPA THERAPY,NH,31025,Proprietary, 2 , 2 ," $2,578.00 ", 2 ," $1,288.00 ", 2 , 2 ," $2,067.00 ", 2 ," $1,033.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $51,143.00 ", 4 ," $25,571.00 ", -   , -   , $-   , -   , $-   ,,31025
04162400,TONI&GUY HAIRDRESSING ACADEMY,NM,87110,Proprietary, 33 , 33 ," $109,750.00 ", 35 ," $60,750.00 ", 34 , 34 ," $139,839.00 ", 36 ," $76,413.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $14,400.00 ", 2 ," $7,200.00 ", -   , -   , $-   , -   , $-   ,,87110
04162500,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,FL,33023,Proprietary, 200 , 200 ," $456,591.00 ", 253 ," $295,188.00 ", 169 , 169 ," $579,192.00 ", 204 ," $321,146.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $37,454.00 ", 13 ," $18,590.00 ", -   , -   , $-   , -   , $-   ,,33023
04162700,ERIC FISHER ACADEMY,KS,67212,Proprietary, 26 , 26 ," $74,548.00 ", 29 ," $39,774.00 ", 29 , 30 ," $72,173.00 ", 34 ," $39,654.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $41,173.00 ", 8 ," $20,588.00 ", -   , -   , $-   , -   , $-   ,,67212
04162800,PAUL MITCHELL THE SCHOOL MODESTO,CA,95350,Proprietary, 37 , 37 ," $109,080.00 ", 42 ," $64,208.00 ", 37 , 37 ," $126,466.00 ", 42 ," $71,585.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $41,059.00 ", 8 ," $23,973.00 ", -   , -   , $-   , -   , $-   ,,95350
04163000,SUMMIT SALON ACADEMY,FL,33624,Proprietary, 7 , 7 ," $17,139.00 ", 8 ," $9,722.00 ", 11 , 11 ," $42,279.00 ", 13 ," $22,512.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,33624
04163100,SUMMIT SALON ACADEMY - GAINESVILLE,FL,32607,Proprietary, 3 , 3 ," $6,500.00 ", 5 ," $4,750.00 ", 3 , 3 ," $10,000.00 ", 5 ," $7,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,32607
04163200,TENAJ SALON INSTITUTE,FL,32162,Proprietary, 21 , 21 ," $50,043.00 ", 29 ," $31,043.00 ", 21 , 21 ," $73,329.00 ", 29 ," $46,329.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $17,889.00 ", 3 ," $7,704.00 ", -   , -   , $-   , -   , $-   ,,32162
04163300,COMPASS COLLEGE OF CINEMATIC ARTS,MI,49503,Private-Nonprofit, 57 , 57 ," $181,127.00 ", 57 ," $116,995.00 ", 48 , 51 ," $145,616.00 ", 51 ," $82,249.00 ", -   , -   , $-   , -   , $-   , 12 , 12 ," $147,322.00 ", 14 ," $95,884.00 ", -   , -   , $-   , -   , $-   ,,49503
04163400,COSMO BEAUTY ACADEMY,CA,95821,Proprietary, 11 , 11 ," $29,723.00 ", 11 ," $15,201.00 ", 5 , 5 ," $13,649.00 ", 5 ," $6,824.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $9,407.00 ", 2 ," $4,703.00 ", -   , -   , $-   , -   , $-   ,,95821
04163800,MASTER EDUCATORS BEAUTY SCHOOL,ID,83301,Proprietary, 6 , 6 ," $17,273.00 ", 6 ," $8,637.00 ", 6 , 6 ," $16,643.00 ", 6 ," $8,322.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,83301
04164100,MONTANA ACADEMY OF SALONS,MT,59405,Proprietary, 18 , 18 ," $45,120.00 ", 22 ," $25,092.00 ", 20 , 20 ," $35,847.00 ", 27 ," $22,255.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,59405
04164400,ANGELES INSTITUTE,CA,90701,Proprietary, 52 , 52 ," $162,294.00 ", 70 ," $112,069.00 ", 52 , 52 ," $220,606.00 ", 69 ," $144,570.00 ", -   , -   , $-   , -   , $-   , 6 , 6 ," $86,055.00 ", 7 ," $46,124.00 ", -   , -   , $-   , -   , $-   ,,90701
04164900,BARONE BEAUTY ACADEMY,PA,17701,Proprietary, 5 , 5 ," $15,750.00 ", 5 ," $7,875.00 ", 6 , 6 ," $15,831.00 ", 6 ," $7,915.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $22,202.00 ", 3 ," $11,100.00 ", -   , -   , $-   , -   , $-   ,,17701
04165000,MERIDIAN INSTITUTE OF SURGICAL ASSISTING,TN,37218,Proprietary, 43 , 43 ," $105,035.00 ", 43 ," $53,147.00 ", 47 , 47 ," $205,516.00 ", 47 ," $103,837.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,37218
04165200,MAUNA LOA HELICOPTERS,HI,96740,Proprietary, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 2 , 4 ," $134,163.00 ", 4 ," $76,966.00 ", -   , -   , $-   , -   , $-   ,,96740
04165300,PAUL MITCHELL THE SCHOOL MILWAUKEE,WI,53072,Proprietary, 10 , 10 ," $34,500.00 ", 10 ," $19,000.00 ", 10 , 10 ," $37,556.00 ", 10 ," $20,778.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $17,447.00 ", 2 ," $10,000.00 ", -   , -   , $-   , -   , $-   ,,53072
04165500,ACAYDIA SPA AND SCHOOL OF AESTHETICS,UT,84601,Proprietary, 2 , 2 ," $5,250.00 ", 2 ," $3,500.00 ", 2 , 2 ," $5,000.00 ", 2 ," $4,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,84601
04165700,"JOHN PAOLO'S XTREME BEAUTY, GOLDWELL PRODUCTS ARTISTRY",NY,12110,Proprietary, 4 , 4 ," $8,000.00 ", 6 ," $4,500.00 ", 4 , 4 ," $9,334.00 ", 6 ," $5,334.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,000.00 ", 1 ," $3,000.00 ", -   , -   , $-   , -   , $-   ,,12110
04165800,SALON PROFESSIONAL ACADEMY (THE),TX,75067,Proprietary, 10 , 10 ," $27,550.00 ", 10 ," $13,776.00 ", 11 , 11 ," $41,210.00 ", 11 ," $21,643.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $1,034.00 ", 1 , $517.00 , -   , -   , $-   , -   , $-   ,,75067
04165900,PAUL MITCHELL THE SCHOOL FRESNO,CA,93710,Proprietary, 35 , 36 ," $117,437.00 ", 37 ," $60,756.00 ", 29 , 29 ," $126,775.00 ", 30 ," $61,797.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $30,026.00 ", 4 ," $15,012.00 ", -   , -   , $-   , -   , $-   ,,93710
04166000,MANHATTAN INSTITUTE (THE),NY,10001,Proprietary, 15 , 15 ," $52,500.00 ", 30 ," $26,250.00 ", 15 , 15 ," $40,970.00 ", 30 ," $20,486.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,10001
04166700,SALON PROFESSIONAL ACADEMY (THE),IN,46013,Proprietary, 26 , 26 ," $79,646.00 ", 26 ," $39,823.00 ", 26 , 26 ," $98,096.00 ", 26 ," $49,050.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $10,000.00 ", 1 ," $5,000.00 ", -   , -   , $-   , -   , $-   ,,46013
04166800,SUMMIT SALON ACADEMY,OH,45551,Proprietary, 4 , 4 ," $17,000.00 ", 4 ," $8,500.00 ", 4 , 4 ," $15,500.00 ", 4 ," $7,750.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45551
04166900,COSMETIC ARTS INSTITUTE,SC,29488,Proprietary, 11 , 11 ," $36,000.00 ", 11 ," $18,000.00 ", 10 , 10 ," $28,832.00 ", 10 ," $14,416.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,29488
04167000,PAUL MITCHELL THE SCHOOL-TEMECULA,CA,92591,Proprietary, 55 , 55 ," $172,533.00 ", 55 ," $87,940.00 ", 49 , 50 ," $199,303.00 ", 50 ," $100,488.00 ", -   , -   , $-   , -   , $-   , 6 , 6 ," $60,495.00 ", 6 ," $30,247.00 ", -   , -   , $-   , -   , $-   ,,92591
04167100,AVEDA INSTITUTE DENVER,CO,80202,Proprietary, 40 , 40 ," $132,904.00 ", 41 ," $72,173.00 ", 44 , 44 ," $191,965.00 ", 45 ," $101,497.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $7,591.00 ", 1 ," $7,591.00 ", -   , -   , $-   , -   , $-   ,,80202
04167200,COMMONWEALTH MEDICAL COLLEGE (THE),PA,18509,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 32 , 32 ," $1,065,226.00 ", 32 ," $553,724.00 ", -   , -   , $-   , -   , $-   , 42 , 46 ," $953,758.00 ", 46 ," $524,804.00 ",,18509
04167300,SALON PROFESSIONAL ACADEMY (THE),FL,33907,Proprietary, 6 , 6 ," $12,097.00 ", 8 ," $8,597.00 ", 6 , 6 ," $18,384.00 ", 9 ," $12,384.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,33907
04167600,FINGER LAKES SCHOOL OF MASSAGE (THE),NY,14850,Proprietary, 19 , 19 ," $26,419.00 ", 26 ," $14,956.00 ", 21 , 21 ," $46,303.00 ", 29 ," $25,386.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,14850
04167700,ARTISAN COLLEGE OF COSMETOLOGY (THE),OH,45840,Proprietary, 4 , 5 ," $15,000.00 ", 5 ," $7,499.00 ", 4 , 4 ," $16,649.00 ", 4 ," $8,323.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,45840
04167800,INNOVATIONS DESIGN ACADEMY,IL,61520,Proprietary, 7 , 7 ," $22,854.00 ", 7 ," $12,250.00 ", 7 , 7 ," $23,000.00 ", 7 ," $12,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,61520
04168200,EUROPEAN UNIVERSITY AT ST. PETERSBURG,,19118,Foreign-Private, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 6 , 6 ," $66,125.00 ", 6 ," $38,187.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $4,850.00 ", 1 ," $4,850.00 ",,19118
04168500,SOLEX COLLEGE,IL,60090,Proprietary, 10 , 10 ," $29,883.00 ", 10 ," $14,941.00 ", 10 , 10 ," $50,867.00 ", 10 ," $25,434.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,60090
04168600,COLLEGE OF MASSAGE THERAPY,ID,83221,Proprietary, 11 , 11 ," $27,094.00 ", 11 ," $13,552.00 ", 13 , 13 ," $52,732.00 ", 13 ," $26,371.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,83221
04168700,PELOTON COLLEGE,TX,75206,Proprietary, 11 , 11 ," $37,000.00 ", 11 ," $18,500.00 ", 11 , 11 ," $67,500.00 ", 11 ," $28,780.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,75206
04168900,HOLISTIC MASSAGE TRAINING INSTITUTE,MD,21218,Proprietary, 1 , 1 , $653.00 , 2 , $653.00 , 1 , 1 ," $1,120.00 ", 2 ," $1,120.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,21218
04169000,SALON & SPA INSTITUTE,TX,78521,Proprietary, 4 , 4 ," $11,927.00 ", 4 ," $5,964.00 ", 4 , 4 ," $11,822.00 ", 4 ," $5,912.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,78521
04169100,DIAMONDS COSMETOLOGY COLLEGE,TX,75090,Proprietary, 6 , 6 ," $20,030.00 ", 6 ," $10,016.00 ", 6 , 7 ," $29,925.00 ", 7 ," $14,963.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,75090
04169700,UNITEK COLLEGE,CA,94538,Proprietary, 226 , 226 ," $760,184.00 ", 229 ," $386,573.00 ", 248 , 260 ," $1,261,127.00 ", 265 ," $642,606.00 ", -   , -   , $-   , -   , $-   , 26 , 26 ," $299,084.00 ", 26 ," $159,073.00 ", -   , -   , $-   , -   , $-   ,,94538
04169800,GURNICK ACADEMY OF MEDICAL ARTS,CA,94403,Proprietary, 268 , 268 ," $905,718.00 ", 269 ," $463,536.00 ", 272 , 272 ," $1,363,504.00 ", 273 ," $699,928.00 ", -   , -   , $-   , -   , $-   , 14 , 14 ," $126,179.00 ", 14 ," $63,088.00 ", -   , -   , $-   , -   , $-   ,,94403
04169900,AMERICAN BEAUTY ACADEMY,UT,84651,Proprietary, 6 , 6 ," $16,912.00 ", 9 ," $9,795.00 ", 2 , 2 ," $10,620.00 ", 2 ," $5,310.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,84651
04170100,SUMMIT SALON ACADEMY,WA,98409,Proprietary, 26 , 26 ," $93,461.00 ", 26 ," $46,959.00 ", 23 , 23 ," $85,091.00 ", 26 ," $45,173.00 ", -   , -   , $-   , -   , $-   , 6 , 6 ," $19,525.00 ", 6 ," $8,511.00 ", -   , -   , $-   , -   , $-   ,,98409
04170200,PAUL MITCHELL THE SCHOOL COLORADO SPRINGS,CO,80903,Proprietary, 31 , 31 ," $93,917.00 ", 33 ," $52,796.00 ", 30 , 30 ," $104,332.00 ", 32 ," $68,455.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $20,500.00 ", 2 ," $10,250.00 ", -   , -   , $-   , -   , $-   ,,80903
04170300,BEAUTY ACADEMY OF SOUTH FLORIDA,FL,33016,Proprietary, 15 , 15 ," $45,832.00 ", 17 ," $24,834.00 ", 14 , 14 ," $43,648.00 ", 16 ," $22,751.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,061.00 ", 1 ," $3,031.00 ", -   , -   , $-   , -   , $-   ,,33016
04170600,SALON PROFESSIONAL ACADEMY (THE),MO,63301,Proprietary, 9 , 9 ," $27,251.00 ", 11 ," $16,627.00 ", 9 , 9 ," $36,792.00 ", 11 ," $19,199.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,63301
04170700,PAUL MITCHELL THE SCHOOL ST LOUIS,MO,63108,Proprietary, 49 , 49 ," $160,394.00 ", 54 ," $87,697.00 ", 51 , 51 ," $193,531.00 ", 58 ," $103,974.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $94,859.00 ", 8 ," $47,428.00 ", -   , -   , $-   , -   , $-   ,,63108
04170800,UNITY COSMETOLOGY COLLEGE,IL,61764,Proprietary, 7 , 7 ," $18,900.00 ", 7 ," $9,450.00 ", 4 , 4 ," $24,000.00 ", 4 ," $12,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,61764
04170900,UNIVERSITY OF CHESTER,,,Foreign-Public, 1 , 1 ," $5,500.00 ", 1 ," $1,833.00 ", 1 , 1 ," $2,000.00 ", 1 , $667.00 , 1 , 1 ," $20,500.00 ", 1 ," $6,833.00 ", 1 , 1 ," $8,820.00 ", 1 ," $2,940.00 ", 1 , 1 ," $17,099.00 ", 1 ," $5,700.00 ",,
04171000,ADVANCED TRAINING INSTITUTE,NV,89118,Proprietary, 91 , 91 ," $249,602.00 ", 91 ," $124,708.00 ", 90 , 93 ," $378,324.00 ", 93 ," $190,924.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $16,389.00 ", 1 ," $8,194.00 ", -   , -   , $-   , -   , $-   ,,89118
04171100,PAUL MITCHELL THE SCHOOL DELAWARE,DE,19702,Proprietary, 14 , 14 ," $43,457.00 ", 18 ," $27,728.00 ", 17 , 17 ," $65,605.00 ", 20 ," $36,134.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $1,752.00 ", 1 , $876.00 , -   , -   , $-   , -   , $-   ,,19702
