,,,,, DL SUBSIDIZED- UNDERGRADUATE ,,,,, DL SUBSIDIZED- GRADUATE ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00850400,RICHLAND COLLEGE,TX,75243,PUBLIC, 71 , 82 ," $141,225.00 ",85," $77,378.00 ", -   , -   , $-   ,0, $-   , 75 , 78 ," $194,630.00 ",80," $98,543.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00851000,EASTFIELD COLLEGE,TX,75150,PUBLIC, 240 , 288 ," $627,704.00 ",288," $344,877.00 ", -   , -   , $-   ,0, $-   , 223 , 223 ," $486,291.00 ",223," $244,565.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00908200,INTERNATIONAL BUSINESS COLLEGE,TX,79912,PROPRIETARY, 54 , 54 ," $177,792.00 ",54," $89,772.00 ", -   , -   , $-   ,0, $-   , 45 , 46 ," $108,163.00 ",46," $53,384.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $5,544.00 ",3," $2,773.00 ", -   , -   , $-   ,0, $-   
00916300,SAN ANTONIO COLLEGE,TX,78212,PUBLIC, 764 , 764 ," $2,753,508.00 ",764," $1,438,755.00 ", -   , -   , $-   ,0, $-   , 610 , 610 ," $2,646,410.00 ",610," $1,377,854.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   
00922500,TEXAS STATE TECHNICAL COLLEGE HARLINGEN,TX,78550,PUBLIC, 719 , 719 ," $1,897,970.00 ",719," $865,228.00 ", -   , -   , $-   ,0, $-   , 203 , 203 ," $727,945.00 ",203," $332,188.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00946600,KAPLAN COLLEGE,TX,78216,PROPRIETARY, 748 , 750 ," $2,464,549.00 ",755," $891,027.00 ", -   , -   , $-   ,0, $-   , 657 , 708 ," $2,795,289.00 ",711," $990,815.00 ", -   , -   , $-   ,0, $-   , 50 , 50 ," $242,889.00 ",51," $88,903.00 ", -   , -   , $-   ,0, $-   
00954900,WESTERN TEXAS COLLEGE,TX,79549,PUBLIC, 80 , 80 ," $244,453.00 ",80," $129,993.00 ", 1 , 1 ," $1,750.00 ",1," $1,750.00 ", 73 , 73 ," $190,845.00 ",73," $98,916.00 ", 1 , 1 ," $1,000.00 ",1," $1,000.00 ", 2 , 2 ," $20,490.00 ",2," $10,245.00 ", -   , -   , $-   ,0, $-   
00965100,TEXAS A&M INTERNATIONAL UNIVERSITY,TX,78041,PUBLIC," 1,942 "," 1,951 "," $8,083,456.00 ","1,951"," $4,287,768.00 ", 364 , 365 ," $2,328,327.00 ",365," $1,295,521.00 "," 1,085 "," 1,089 "," $3,700,729.00 ","1,089"," $1,980,536.00 ", 290 , 291 ," $2,007,206.00 ",291," $1,115,406.00 ", 12 , 12 ," $69,612.00 ",12," $38,556.00 ", -   , -   , $-   ,0, $-   
00974100,UNIVERSITY OF TEXAS AT DALLAS,TX,75080,PUBLIC," 3,401 "," 3,441 "," $15,551,760.00 ","3,481"," $8,487,761.00 "," 1,270 "," 1,290 "," $9,086,091.00 ","1,312"," $4,878,610.00 "," 3,075 "," 3,222 "," $15,899,531.00 ","3,265"," $8,578,320.00 "," 1,099 "," 1,124 "," $10,601,583.00 ","1,138"," $5,635,854.00 ", 462 , 470 ," $4,834,510.00 ",471," $2,578,258.00 ", 153 , 155 ," $862,618.00 ",155," $460,446.00 "
00976800,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,TX,76107,PUBLIC, -   , -   , $-   ,0, $-   , 746 , 746 ," $6,213,408.00 ",747," $3,135,938.00 ", -   , -   , $-   ,0, $-   , 637 , 669 ," $16,489,120.00 ",688," $8,310,648.00 ", -   , -   , $-   ,0, $-   , 44 , 47 ," $466,848.00 ",47," $250,416.00 "
00979700,MIDLAND COLLEGE,TX,79705,PUBLIC, 64 , 64 ," $209,878.00 ",64," $59,901.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 5 , 5 ," $24,800.00 ",5," $6,200.00 ", -   , -   , $-   ,0, $-   
00993000,UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,TX,79762,PUBLIC, 706 , 708 ," $2,743,871.00 ",708," $1,492,901.00 ", 92 , 93 ," $495,159.00 ",93," $286,520.00 ", 573 , 578 ," $2,237,553.00 ",578," $1,235,097.00 ", 78 , 78 ," $375,902.00 ",79," $217,510.00 ", 5 , 5 ," $30,732.00 ",5," $17,522.00 ", -   , -   , $-   ,0, $-   
00993200,TEXAS STATE TECHNICAL COLLEGE WEST TEXAS,TX,79556,PUBLIC, 549 , 549 ," $1,385,989.00 ",550," $645,077.00 ", -   , -   , $-   ,0, $-   , 528 , 528 ," $1,774,373.00 ",530," $836,490.00 ", -   , -   , $-   ,0, $-   , 7 , 8 ," $20,908.00 ",8," $11,332.00 ", -   , -   , $-   ,0, $-   
01001900,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER (THE),TX,75390,PUBLIC, 4 , 4 ," $17,500.00 ",4," $8,750.00 ", 749 , 751 ," $6,250,794.00 ",751," $3,157,796.00 ", 2 , 2 ," $2,875.00 ",2," $1,875.00 ", 579 , 588 ," $12,380,342.00 ",588," $6,336,197.00 ", -   , -   , $-   ,0, $-   , 10 , 10 ," $136,577.00 ",10," $68,289.00 "
01005700,AMERICAN COMMERCIAL COLLEGE,TX,79602,PROPRIETARY, 60 , 60 ," $166,049.00 ",61," $88,605.00 ", -   , -   , $-   ,0, $-   , 59 , 59 ," $253,423.00 ",60," $119,042.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01005900,AMERICAN COMMERCIAL COLLEGE,TX,79762,PROPRIETARY, 68 , 68 ," $171,255.00 ",79," $94,137.00 ", -   , -   , $-   ,0, $-   , 67 , 67 ," $267,166.00 ",76," $121,421.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $2,214.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   
01006000,VERNON COLLEGE,TX,76384,PUBLIC, 675 , 675 ," $2,308,873.00 ",675," $1,138,275.00 ", 2 , 2 ," $8,000.00 ",2," $4,000.00 ", 555 , 555 ," $2,249,235.00 ",555," $1,094,630.00 ", 3 , 3 ," $25,388.00 ",3," $9,853.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01011500,UNIVERSITY OF TEXAS AT SAN ANTONIO,TX,78249,PUBLIC," 11,303 "," 11,514 "," $44,702,415.00 ","11,514"," $24,335,544.00 "," 1,676 "," 1,709 "," $11,195,776.00 ","1,710"," $6,152,032.00 "," 10,441 "," 11,329 "," $44,883,486.00 ","11,331"," $24,671,456.00 "," 1,422 "," 1,488 "," $10,932,854.00 ","1,489"," $6,055,513.00 "," 1,562 "," 1,612 "," $9,758,861.00 ","1,612"," $5,305,271.00 ", 32 , 33 ," $181,735.00 ",33," $98,178.00 "
01013000,WADE COLLEGE,TX,75207,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 , $535.00 ,1, $535.00 , -   , -   , $-   ,0, $-   
01038700,EL PASO COMMUNITY COLLEGE,TX,79915,PUBLIC, 693 , 696 ," $2,230,705.00 ",696," $1,193,032.00 ", 6 , 6 ," $20,250.00 ",6," $12,375.00 ", 476 , 477 ," $1,720,300.00 ",477," $933,842.00 ", 2 , 2 ," $11,713.00 ",2," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01050900,HALLMARK COLLEGE OF TECHNOLOGY,TX,78230,PROPRIETARY, 157 , 157 ," $615,114.00 ",157," $301,290.00 ", -   , -   , $-   ,0, $-   , 127 , 128 ," $554,338.00 ",128," $264,108.00 ", -   , -   , $-   ,0, $-   , 11 , 11 ," $50,810.00 ",11," $25,666.00 ", -   , -   , $-   ,0, $-   
01062400,LIGHTHOUSE CAREER INSTITUTE,TX,75231,PRIVATE, 7 , 7 ," $16,334.00 ",9," $8,169.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $24,000.00 ",9," $12,667.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01063300,HOUSTON COMMUNITY COLLEGE,TX,77002,PUBLIC, 368 , 368 ," $1,245,089.00 ",368," $667,537.00 ", -   , -   , $-   ,0, $-   , 322 , 322 ," $1,672,962.00 ",322," $899,695.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01067400,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,TX,79430,PUBLIC, 252 , 256 ," $1,248,415.00 ",256," $649,118.00 "," 1,054 "," 1,064 "," $8,568,779.00 ","1,064"," $4,352,046.00 ", 256 , 268 ," $1,544,165.00 ",268," $806,601.00 ", 896 , 940 ," $19,342,760.00 ",940," $9,784,735.00 ", 14 , 14 ," $172,056.00 ",14," $100,523.00 ", 200 , 209 ," $1,068,153.00 ",209," $564,778.00 "
01076100,DALLAS INSTITUTE OF FUNERAL SERVICE,TX,75227,PRIVATE, 1 , 1 ," $3,500.00 ",1, $875.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01114500,LONE STAR COLLEGE-NORTH HARRIS,TX,77073,PUBLIC," 3,443 "," 3,449 "," $11,632,495.00 ","3,449"," $6,120,052.00 ", 2 , 2 ," $9,000.00 ",2," $4,500.00 "," 3,275 "," 3,285 "," $11,623,480.00 ","3,285"," $6,090,849.00 ", 1 , 1 ," $6,000.00 ",1," $3,000.00 ", 3 , 3 ," $17,927.00 ",3," $10,596.00 ", -   , -   , $-   ,0, $-   
01116100,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,TX,78412,PUBLIC," 3,157 "," 3,220 "," $13,665,136.00 ","3,220"," $7,024,669.00 ", 673 , 690 ," $4,918,608.00 ",690," $2,539,595.00 "," 2,992 "," 3,372 "," $14,325,329.00 ","3,372"," $7,365,902.00 ", 600 , 625 ," $4,998,158.00 ",625," $2,615,319.00 ", 573 , 581 ," $5,157,129.00 ",581," $2,650,671.00 ", 1 , 1 ," $13,405.00 ",1," $6,703.00 "
01116300,UNIVERSITY OF TEXAS AT TYLER,TX,75799,PUBLIC," 1,709 "," 1,739 "," $6,933,003.00 ","1,739"," $3,846,180.00 ", 461 , 468 ," $3,021,430.00 ",468," $1,729,768.00 "," 1,742 "," 1,846 "," $8,254,881.00 ","1,846"," $4,633,116.00 ", 376 , 386 ," $3,056,126.00 ",386," $1,793,856.00 ", 309 , 311 ," $2,811,017.00 ",311," $1,545,854.00 ", -   , -   , $-   ,0, $-   
01171100,UNIVERSITY OF HOUSTON - CLEAR LAKE,TX,77058,PUBLIC," 1,558 "," 1,591 "," $6,684,380.00 ","1,591"," $3,730,211.00 "," 1,039 "," 1,073 "," $6,836,212.00 ","1,073"," $3,798,598.00 "," 1,295 "," 1,322 "," $7,177,721.00 ","1,322"," $4,052,902.00 ", 905 , 952 ," $7,566,730.00 ",952," $4,440,951.00 ", 4 , 5 ," $46,628.00 ",5," $23,314.00 ", 8 , 9 ," $52,754.00 ",9," $32,634.00 "
01201500,AUSTIN COMMUNITY COLLEGE,TX,78752,PUBLIC," 5,467 "," 5,502 "," $17,177,288.00 ","5,502"," $9,129,998.00 ", 39 , 40 ," $121,435.00 ",40," $66,015.00 "," 3,802 "," 3,873 "," $13,110,625.00 ","3,873"," $6,975,735.00 ", 38 , 38 ," $135,054.00 ",38," $73,764.00 ", 76 , 79 ," $677,427.00 ",79," $367,845.00 ", -   , -   , $-   ,0, $-   
01202000,VICTORIA BEAUTY COLLEGE,TX,77901,PROPRIETARY, 16 , 16 ," $31,234.00 ",16," $14,393.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $20,000.00 ",4," $9,575.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01248200,ATI TECHNICAL TRAINING CENTER,TX,75235,PROPRIETARY, 980 , 983 ," $2,606,510.00 ","1,258"," $1,283,309.00 ", -   , -   , $-   ,0, $-   , 968 ," 1,202 "," $3,483,349.00 ","1,542"," $1,659,957.00 ", -   , -   , $-   ,0, $-   , 36 , 39 ," $152,455.00 ",47," $65,365.00 ", -   , -   , $-   ,0, $-   
01248300,PAUL MITCHELL THE SCHOOL DALLAS,TX,75006,PROPRIETARY, 68 , 68 ," $208,885.00 ",69," $110,329.00 ", -   , -   , $-   ,0, $-   , 69 , 70 ," $302,910.00 ",71," $160,498.00 ", -   , -   , $-   ,0, $-   , 10 , 10 ," $108,789.00 ",10," $58,589.00 ", -   , -   , $-   ,0, $-   
01293000,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,77802,PROPRIETARY, 7 , 7 ," $24,500.00 ",7," $12,250.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $23,119.00 ",7," $11,560.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   
01293200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,75061,PROPRIETARY, 8 , 8 ," $20,950.00 ",8," $13,950.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $3,345.00 ",2," $3,345.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01301600,OGLE SCHOOL HAIR SKIN NAILS,TX,76013,PROPRIETARY, 69 , 69 ," $213,030.00 ",86," $123,840.00 ", -   , -   , $-   ,0, $-   , 56 , 56 ," $184,655.00 ",69," $92,344.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $33,736.00 ",8," $19,211.00 ", -   , -   , $-   ,0, $-   
01323100,UNIVERSITY OF HOUSTON - VICTORIA,TX,77901,PUBLIC, 719 , 731 ," $2,721,377.00 ",731," $1,586,693.00 ", 481 , 491 ," $3,020,291.00 ",491," $1,716,998.00 ", 663 , 707 ," $3,625,045.00 ",707," $2,110,111.00 ", 459 , 479 ," $3,886,256.00 ",479," $2,217,387.00 ", 10 , 10 ," $65,800.00 ",10," $38,935.00 ", 3 , 3 ," $18,798.00 ",3," $9,399.00 "
02074100,CAPITOL CITY TRADE & TECHNICAL SCHOOL,TX,78704,PROPRIETARY, 92 , 92 ," $257,835.00 ",98," $102,241.00 ", -   , -   , $-   ,0, $-   , 78 , 78 ," $320,672.00 ",84," $131,969.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $205,730.00 ",18," $78,541.00 ", -   , -   , $-   ,0, $-   
02077400,NORTH LAKE COLLEGE,TX,75038,PUBLIC, 234 , 234 ," $447,186.00 ",234," $224,658.00 ", -   , -   , $-   ,0, $-   , 233 , 233 ," $550,354.00 ",233," $276,124.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02081400,ARLINGTON BAPTIST COLLEGE,TX,76012,PRIVATE, 3 , 3 ," $16,500.00 ",3," $7,334.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $7,030.00 ",3," $3,344.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02093600,SOUTHWEST INSTITUTE OF TECHNOLOGY,TX,78735,PROPRIETARY, 4 , 4 ," $13,000.00 ",4," $5,334.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $10,000.00 ",3," $3,334.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $29,514.00 ",2," $9,838.00 ", -   , -   , $-   ,0, $-   
02098300,WESTERN TECHNICAL COLLEGE,TX,79927,PROPRIETARY, 136 , 136 ," $487,170.00 ",136," $219,285.00 ", -   , -   , $-   ,0, $-   , 98 , 98 ," $509,779.00 ",98," $213,103.00 ", -   , -   , $-   ,0, $-   , 26 , 26 ," $161,183.00 ",26," $73,385.00 ", -   , -   , $-   ,0, $-   
02100200,BROOKHAVEN COLLEGE,TX,75244,PUBLIC, 30 , 32 ," $66,003.00 ",34," $41,500.00 ", -   , -   , $-   ,0, $-   , 28 , 29 ," $64,709.00 ",29," $34,674.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02117100,ART INSTITUTE OF HOUSTON (THE),TX,77027,PROPRIETARY," 1,645 "," 1,675 "," $5,236,364.00 ","2,803"," $3,471,755.00 ", -   , -   , $-   ,0, $-   ," 1,620 "," 1,640 "," $6,327,690.00 ","2,735"," $4,232,357.00 ", -   , -   , $-   ,0, $-   , 517 , 523 ," $8,124,109.00 ",913," $5,313,203.00 ", -   , -   , $-   ,0, $-   
02119200,COURT REPORTING INSTITUTE OF DALLAS,TX,75247,PROPRIETARY, 14 , 14 ," $45,578.00 ",18," $21,664.00 ", -   , -   , $-   ,0, $-   , 16 , 16 ," $69,392.00 ",19," $31,211.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02136800,AMERICAN COMMERCIAL COLLEGE,TX,76904,PROPRIETARY, 11 , 11 ," $26,041.00 ",15," $16,416.00 ", -   , -   , $-   ,0, $-   , 11 , 11 ," $41,494.00 ",15," $22,984.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02144800,VET TECH INSTITUTE OF HOUSTON,TX,77027,PROPRIETARY, 145 , 145 ," $483,105.00 ",161," $250,496.00 ", -   , -   , $-   ,0, $-   , 136 , 137 ," $570,037.00 ",142," $297,317.00 ", -   , -   , $-   ,0, $-   , 39 , 39 ," $249,050.00 ",40," $132,094.00 ", -   , -   , $-   ,0, $-   
02200800,AMERICAN COMMERCIAL COLLEGE,TX,79411,PROPRIETARY, 29 , 29 ," $81,289.00 ",29," $44,453.00 ", -   , -   , $-   ,0, $-   , 26 , 26 ," $124,936.00 ",26," $58,208.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02218300,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,TX,78221,PROPRIETARY, 35 , 35 ," $117,413.00 ",35," $61,333.00 ", -   , -   , $-   ,0, $-   , 30 , 30 ," $59,439.00 ",30," $32,609.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $5,329.00 ",2," $2,665.00 ", -   , -   , $-   ,0, $-   
02224600,TRI-STATE COSMETOLOGY INSTITUTE,TX,79915,PROPRIETARY, 10 , 10 ," $19,004.00 ",10," $9,499.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $2,916.00 ",2," $1,458.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02230500,OGLE SCHOOL HAIR SKIN NAILS,TX,76132,PROPRIETARY, 203 , 203 ," $618,425.00 ",222," $336,567.00 ", -   , -   , $-   ,0, $-   , 182 , 183 ," $635,040.00 ",208," $325,791.00 ", -   , -   , $-   ,0, $-   , 16 , 16 ," $63,339.00 ",16," $34,033.00 ", -   , -   , $-   ,0, $-   
02230600,OGLE SCHOOL HAIR SKIN NAILS,TX,76053,PROPRIETARY, 38 , 38 ," $110,740.00 ",40," $57,628.00 ", -   , -   , $-   ,0, $-   , 32 , 32 ," $98,331.00 ",35," $50,173.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $23,074.00 ",4," $11,538.00 ", -   , -   , $-   ,0, $-   
02248200,MILAN INSTITUTE OF COSMETOLOGY,TX,79103,PROPRIETARY, 303 , 303 ," $1,003,049.00 ",306," $511,806.00 ", -   , -   , $-   ,0, $-   , 282 , 282 ," $1,305,068.00 ",299," $597,250.00 ", -   , -   , $-   ,0, $-   , 10 , 10 ," $32,502.00 ",10," $17,366.00 ", -   , -   , $-   ,0, $-   
02254800,TEXAS VOCATIONAL SCHOOL,TX,77901,PROPRIETARY, 1 , 1 ," $3,500.00 ",1," $3,500.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $2,150.00 ",1," $2,150.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02261300,EVEREST INSTITUTE,TX,78213,PROPRIETARY, 574 , 576 ," $1,940,550.00 ",576," $965,298.00 ", -   , -   , $-   ,0, $-   , 529 , 531 ," $2,896,333.00 ",531," $1,447,161.00 ", -   , -   , $-   ,0, $-   , 66 , 66 ," $493,396.00 ",66," $269,626.00 ", -   , -   , $-   ,0, $-   
02267100,EXPOSITO SCHOOL OF HAIR DESIGN,TX,79109,PROPRIETARY, 4 , 4 ," $7,223.00 ",4," $5,473.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $3,406.00 ",2," $3,406.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02276000,FRANKLIN BEAUTY SCHOOL,TX,77021,PROPRIETARY, 3 , 3 ," $10,500.00 ",3," $5,250.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $1,848.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02285900,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,78504,PROPRIETARY, 56 , 56 ," $158,191.00 ",57," $86,103.00 ", -   , -   , $-   ,0, $-   , 45 , 46 ," $134,194.00 ",46," $73,781.00 ", -   , -   , $-   ,0, $-   , 5 , 5 ," $17,665.00 ",5," $9,809.00 ", -   , -   , $-   ,0, $-   
02294800,CAPITOL CITY CAREERS,TX,78735,PROPRIETARY, 8 , 8 ," $16,071.00 ",13," $12,916.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $16,876.00 ",13," $13,974.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $16,226.00 ",3," $12,072.00 ", -   , -   , $-   ,0, $-   
02305300,PARKER UNIVERSITY,TX,75229,PRIVATE, 74 , 74 ," $237,847.00 ",74," $108,778.00 ", 383 , 383 ," $3,144,452.00 ",383," $1,797,355.00 ", 83 , 83 ," $417,469.00 ",83," $195,644.00 ", 385 , 392 ," $7,974,278.00 ",392," $4,315,106.00 ", 4 , 4 ," $38,571.00 ",4," $14,444.00 ", 43 , 45 ," $288,545.00 ",45," $206,818.00 "
02306700,FORT WORTH BEAUTY SCHOOL,TX,76116,PROPRIETARY, 31 , 31 ," $82,846.00 ",34," $47,167.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $3,314.00 ",3," $1,875.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $1,898.00 ", -   , -   , $-   ,0, $-   
02312200,TEXAS SCHOOL OF BUSINESS,TX,77073,PROPRIETARY, 321 , 321 ," $1,045,466.00 ",326," $373,415.00 ", -   , -   , $-   ,0, $-   , 273 , 279 ," $1,310,280.00 ",283," $459,132.00 ", -   , -   , $-   ,0, $-   , 32 , 32 ," $177,104.00 ",32," $66,406.00 ", -   , -   , $-   ,0, $-   
02315400,NORTHEAST TEXAS COMMUNITY COLLEGE,TX,75456,PUBLIC, 291 , 291 ," $968,965.00 ",292," $526,171.00 ", -   , -   , $-   ,0, $-   , 228 , 228 ," $1,080,208.00 ",228," $577,546.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02318200,KD STUDIO,TX,75207,PROPRIETARY, 14 , 14 ," $58,937.00 ",15," $32,844.00 ", -   , -   , $-   ,0, $-   , 11 , 11 ," $53,694.00 ",12," $30,940.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $22,876.00 ",2," $11,439.00 ", -   , -   , $-   ,0, $-   
02320200,HOUSTON GRADUATE SCHOOL OF THEOLOGY,TX,77035,PRIVATE, 1 , 1 ," $5,020.00 ",2," $2,166.00 ", 55 , 55 ," $388,162.00 ",110," $226,046.00 ", 1 , 1 ," $11,495.00 ",2," $5,748.00 ", 64 , 64 ," $556,841.00 ",128," $286,810.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02326000,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,78217,PROPRIETARY, 3 , 3 ," $6,150.00 ",3," $3,950.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $4,200.00 ",2," $3,050.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02328600,ITT TECHNICAL INSTITUTE,TX,76011,PROPRIETARY, 143 , 144 ," $504,759.00 ",144," $210,461.00 ", -   , -   , $-   ,0, $-   , 139 , 140 ," $626,555.00 ",140," $266,968.00 ", -   , -   , $-   ,0, $-   , 17 , 17 ," $120,101.00 ",17," $48,394.00 ", -   , -   , $-   ,0, $-   
02331200,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,TX,75766,PRIVATE, 5 , 5 ," $13,325.00 ",5," $3,332.00 ", 4 , 4 ," $15,360.00 ",4," $4,015.00 ", 7 , 7 ," $20,475.00 ",7," $5,118.00 ", 4 , 4 ," $19,240.00 ",4," $4,810.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02341300,PALO ALTO COLLEGE,TX,78224,PUBLIC, 135 , 136 ," $443,644.00 ",136," $242,046.00 ", -   , -   , $-   ,0, $-   , 99 , 99 ," $351,540.00 ",99," $189,737.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $5,500.00 ",2," $4,250.00 ", -   , -   , $-   ,0, $-   
02348500,LAMAR STATE COLLEGE - PORT ARTHUR,TX,77640,PUBLIC, 159 , 159 ," $529,116.00 ",159," $303,170.00 ", -   , -   , $-   ,0, $-   , 145 , 145 ," $706,729.00 ",145," $396,323.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02357700,PAUL MITCHELL THE SCHOOL,TX,77043,PROPRIETARY, 12 , 12 ," $36,792.00 ",12," $18,542.00 ", -   , -   , $-   ,0, $-   , 14 , 14 ," $70,540.00 ",14," $36,806.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02358200,LAMAR STATE COLLEGE - ORANGE,TX,77630,PUBLIC, 609 , 611 ," $2,165,509.00 ",611," $1,090,750.00 ", 2 , 2 ," $8,000.00 ",2," $4,000.00 ", 595 , 596 ," $2,598,693.00 ",596," $1,247,987.00 ", 2 , 2 ," $10,170.00 ",2," $5,085.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02361400,COLLIN COUNTY COMMUNITY COLLEGE,TX,75070,PUBLIC," 1,810 "," 1,814 "," $5,891,551.00 ","1,814"," $3,193,391.00 ", 1 , 1 ," $4,500.00 ",1," $2,250.00 "," 1,805 "," 1,816 "," $7,799,065.00 ","1,816"," $4,188,216.00 ", 2 , 2 ," $7,859.00 ",2," $3,929.00 ", 1 , 1 ," $7,482.00 ",1," $3,741.00 ", -   , -   , $-   ,0, $-   
